This file was created by the Human Brain Project PlatformThis is the connectivity data for a network with parameters N=7000, Ek=10, l=15, rho=0.1, m0=100, phi_up0.9 and phi_down=0.0005start	end 
4834	4846
4834	5395
4834	5659
4834	5784
4834	6263
4835	98
4835	136
4835	218
4835	285
4835	297
4835	340
4835	351
4835	459
4835	702
4835	1079
4835	1103
4835	1123
4835	1263
4835	1365
4835	1585
4835	1779
4835	2084
4835	2189
4835	2233
4835	2311
4835	2397
4835	2430
4835	2520
4835	2561
4835	2563
4835	2599
4835	2655
4835	2820
4835	2930
4835	2952
4835	3087
4835	3089
4835	3162
4835	3248
4835	3252
4835	4882
4835	5048
4835	5851
4835	6574
4836	1475
4836	3263
4836	5189
4836	5660
4836	5751
4836	5888
4836	5939
4837	265
4837	612
4837	684
4837	771
4837	1208
4837	1557
4837	1621
4837	1687
4837	1763
4837	1806
4837	2440
4837	2833
4837	2910
4837	2991
4837	5167
4837	5388
4837	5773
4837	6145
4837	6242
4837	6243
4837	6385
4837	6392
4837	6610
4838	710
4838	5310
4838	5520
4838	5700
4838	5737
4838	5824
4838	6168
4839	1211
4839	1815
4839	4908
4839	5137
4840	1931
4840	4842
4840	5117
4840	5246
4840	5345
4840	6101
4840	6292
4840	6472
4840	6484
4841	975
4841	3106
4841	4929
4841	5223
4841	6378
4841	6400
4842	15
4842	511
4842	861
4842	951
4842	1676
4842	1736
4842	1868
4842	2111
4842	2392
4842	2827
4842	2830
4842	3036
4842	3333
4842	5006
4842	5174
4842	5637
4842	5701
4842	5764
4842	5928
4843	61
4843	109
4843	121
4843	383
4843	494
4843	498
4843	507
4843	512
4843	537
4843	569
4843	588
4843	929
4843	1149
4843	1150
4843	1277
4843	1692
4843	1836
4843	1925
4843	2284
4843	2730
4843	2881
4843	2983
4843	3161
4843	3167
4843	3436
4843	3479
4843	3498
4843	5204
4843	5540
4843	5934
4843	6023
4843	6274
4843	6607
4844	323
4844	559
4844	646
4844	1334
4844	2092
4844	2115
4844	2129
4844	2165
4844	2267
4844	2322
4844	2535
4844	3323
4844	4971
4844	5223
4844	5371
4844	5470
4844	5746
4844	5813
4844	6285
4845	1996
4845	2622
4845	4880
4845	5307
4845	5357
4845	5408
4845	5502
4845	5642
4845	6243
4845	6737
4845	6858
4845	6984
4846	945
4846	5500
4846	5585
4846	5629
4846	6011
4846	6148
4846	6205
4846	6473
4847	1009
4847	1080
4847	1106
4847	2303
4847	2439
4847	2745
4847	2769
4847	2981
4847	3144
4847	3289
4847	3381
4847	3420
4847	4908
4847	5740
4848	225
4848	247
4848	314
4848	634
4848	840
4848	867
4848	1508
4848	1594
4848	2025
4848	2275
4848	2712
4848	2761
4848	2781
4848	2934
4848	2999
4849	261
4849	432
4849	637
4849	769
4849	1410
4849	1520
4849	1706
4849	2326
4849	2862
4849	3164
4849	4937
4849	5334
4849	5716
4849	6037
4849	6345
4850	284
4850	4858
4850	4916
4851	2400
4851	2680
4851	5026
4851	6470
4851	6700
4851	6708
4852	1690
4852	2454
4852	5277
4852	5414
4852	5803
4853	5019
4853	5387
4853	6206
4853	6430
4854	1352
4854	1718
4854	5119
4854	5384
4854	5732
4854	5886
4854	6238
4854	6493
4855	100
4855	631
4855	655
4855	785
4855	853
4855	857
4855	941
4855	1830
4855	2215
4855	2431
4855	2905
4855	3115
4855	3182
4855	3411
4855	3417
4855	3485
4855	4990
4855	5305
4855	5401
4855	5537
4855	5776
4855	6516
4855	6655
4856	3216
4856	5784
4856	6409
4856	6460
4856	6829
4857	5940
4857	6409
4857	6420
4857	6977
4858	153
4858	242
4858	1073
4858	1305
4858	1581
4858	1672
4858	2035
4858	2046
4858	2317
4858	2579
4858	2786
4858	3032
4858	3315
4858	3394
4858	6918
4859	323
4859	559
4859	621
4859	717
4859	728
4859	887
4859	1337
4859	1367
4859	1437
4859	1500
4859	1823
4859	2092
4859	2115
4859	2129
4859	2165
4859	2267
4859	2322
4859	2484
4859	2535
4859	2549
4859	2838
4859	3015
4859	3281
4859	3323
4859	5042
4859	5271
4859	5298
4859	5995
4859	6097
4859	6217
4859	6932
4860	1675
4860	2252
4860	5186
4860	5234
4860	5508
4860	5780
4860	5862
4860	6385
4861	5624
4861	5915
4861	5982
4861	6236
4861	6436
4861	6749
4862	289
4862	809
4862	4951
4862	5725
4863	4998
4863	5363
4864	125
4864	1158
4864	5269
4864	6177
4864	6525
4864	6543
4864	6861
4865	58
4865	521
4865	739
4865	1503
4865	1879
4865	1899
4865	1992
4865	2204
4865	2526
4865	2661
4865	2729
4865	2856
4865	2920
4865	3258
4865	5642
4865	5961
4865	6032
4866	5034
4866	5596
4866	6117
4866	6196
4866	6529
4866	6934
4867	152
4867	1055
4867	1487
4867	1528
4867	1658
4867	1745
4867	2090
4867	2150
4867	2348
4867	2385
4867	2784
4867	2804
4867	3229
4867	5082
4867	5448
4867	5471
4867	6401
4867	6898
4868	559
4868	621
4868	646
4868	717
4868	728
4868	887
4868	950
4868	1334
4868	1337
4868	1367
4868	1437
4868	1447
4868	1500
4868	2092
4868	2115
4868	2129
4868	2165
4868	2267
4868	2322
4868	2484
4868	2549
4868	2752
4868	2838
4868	2883
4868	3015
4868	3281
4868	3323
4868	5567
4868	6946
4869	883
4869	1810
4869	5806
4869	6191
4869	6192
4870	5071
4870	5304
4870	5399
4870	5745
4870	5898
4870	6851
4871	124
4871	168
4871	427
4871	464
4871	468
4871	703
4871	883
4871	1046
4871	1178
4871	1251
4871	1929
4871	2036
4871	2459
4871	2857
4871	4937
4871	5462
4871	5901
4871	6116
4872	228
4872	301
4872	1135
4872	1252
4872	1304
4872	1396
4872	1710
4872	1740
4872	1742
4872	1811
4872	1848
4872	1882
4872	1920
4872	2321
4872	2776
4872	3150
4872	6098
4873	610
4873	5931
4873	5968
4873	6425
4874	2103
4874	2719
4874	5803
4874	6238
4874	6796
4875	4972
4875	5111
4875	5277
4875	5575
4875	5595
4875	5666
4875	5818
4875	5971
4875	6048
4875	6426
4875	6496
4876	4965
4876	5163
4876	5211
4876	5271
4876	5660
4876	5783
4876	5862
4876	6290
4876	6337
4876	6850
4877	8
4877	186
4877	1067
4877	1573
4877	1661
4877	1669
4877	1725
4877	1813
4877	1916
4877	1959
4877	2327
4877	2519
4877	3219
4877	3484
4877	4956
4877	5462
4877	5489
4877	5746
4878	190
4878	291
4878	523
4878	578
4878	586
4878	872
4878	1307
4878	1374
4878	1423
4878	1450
4878	1521
4878	1554
4878	1781
4878	1784
4878	1829
4878	2072
4878	2592
4878	2622
4878	2667
4878	2671
4878	2753
4878	2855
4878	2889
4878	3060
4878	3169
4878	3299
4878	3410
4878	3488
4878	5070
4878	6001
4878	6295
4878	6337
4879	1516
4879	1748
4879	5357
4879	5764
4879	5905
4879	6074
4879	6658
4880	26
4880	212
4880	265
4880	315
4880	416
4880	483
4880	612
4880	684
4880	771
4880	976
4880	977
4880	1012
4880	1039
4880	1061
4880	1139
4880	1158
4880	1200
4880	1208
4880	1266
4880	1399
4880	1470
4880	1621
4880	1687
4880	1763
4880	1806
4880	1862
4880	1932
4880	2032
4880	2117
4880	2180
4880	2250
4880	2275
4880	2282
4880	2294
4880	2298
4880	2421
4880	2440
4880	2448
4880	2513
4880	2518
4880	2649
4880	2653
4880	2664
4880	2710
4880	2720
4880	2790
4880	2833
4880	2910
4880	2955
4880	2991
4880	3126
4880	3213
4880	3362
4881	20
4881	113
4881	308
4881	621
4881	717
4881	728
4881	811
4881	950
4881	1142
4881	1332
4881	1337
4881	1356
4881	1367
4881	1392
4881	1437
4881	1451
4881	1500
4881	1814
4881	2133
4881	2470
4881	2484
4881	2549
4881	2752
4881	2838
4881	3015
4881	3028
4881	3046
4881	3281
4881	6984
4882	481
4882	2344
4882	2707
4882	5229
4882	6263
4882	6733
4882	6833
4883	4983
4883	5927
4884	4915
4884	4952
4884	5164
4884	5321
4884	5756
4884	5770
4884	6252
4884	6829
4885	27
4885	106
4885	192
4885	407
4885	495
4885	525
4885	590
4885	593
4885	628
4885	683
4885	967
4885	1086
4885	1151
4885	1261
4885	1278
4885	1286
4885	1310
4885	1348
4885	1386
4885	1541
4885	1542
4885	1783
4885	1877
4885	1960
4885	1999
4885	2016
4885	2205
4885	2253
4885	2332
4885	2455
4885	2577
4885	3025
4885	3084
4885	3143
4885	3180
4885	3201
4885	3355
4885	3373
4885	3403
4885	4938
4885	6149
4885	6242
4885	6825
4886	2190
4886	2893
4886	5395
4886	5781
4886	5851
4886	6152
4886	6375
4887	19
4887	477
4887	574
4887	685
4887	1327
4887	1959
4887	2283
4887	2949
4887	3059
4887	3401
4887	3492
4887	5116
4887	5224
4887	5951
4887	6784
4888	17
4888	2404
4888	5270
4888	5334
4888	5395
4888	5711
4888	5807
4888	5978
4888	6772
4889	20
4889	1006
4889	4969
4889	5676
4889	5872
4890	3328
4890	5578
4890	5928
4890	6705
4890	6805
4890	6993
4891	924
4891	1572
4891	5710
4891	6135
4892	5114
4892	6182
4893	43
4893	178
4893	324
4893	501
4893	1187
4893	1375
4893	2047
4893	2051
4893	2366
4893	2591
4893	2647
4893	2779
4893	2843
4893	3361
4893	5050
4893	5618
4893	6110
4893	6438
4894	2591
4894	2805
4894	5057
4894	5241
4894	5511
4894	6891
4895	2323
4895	3112
4895	5228
4895	5534
4895	6610
4896	612
4896	684
4896	771
4896	1208
4896	1446
4896	1557
4896	1621
4896	1683
4896	1687
4896	1763
4896	1806
4896	2096
4896	2440
4896	2833
4896	2867
4896	2991
4896	5016
4896	5153
4896	5897
4896	6236
4897	2219
4897	5189
4897	6484
4898	20
4898	113
4898	127
4898	206
4898	308
4898	321
4898	421
4898	891
4898	1043
4898	1050
4898	1125
4898	1142
4898	1152
4898	1332
4898	1356
4898	1514
4898	1814
4898	1855
4898	1866
4898	1873
4898	1970
4898	1974
4898	2005
4898	2142
4898	2146
4898	2465
4898	2470
4898	2616
4898	2665
4898	2774
4898	2815
4898	2858
4898	2962
4898	3029
4898	3222
4898	3386
4898	3454
4898	5219
4898	5322
4898	6743
4899	149
4899	356
4899	367
4899	400
4899	508
4899	601
4899	691
4899	716
4899	719
4899	922
4899	1126
4899	1249
4899	1466
4899	1476
4899	1550
4899	1776
4899	1978
4899	2037
4899	2191
4899	2252
4899	2536
4899	2543
4899	3033
4899	3083
4899	3135
4899	3146
4899	5125
4899	5509
4899	5754
4899	6385
4900	1130
4900	3050
4900	4938
4900	5063
4900	5183
4900	5382
4900	5503
4900	5889
4900	5902
4900	6169
4900	6677
4901	855
4901	1494
4901	1655
4901	2471
4901	3360
4901	5006
4901	5160
4901	5603
4901	5698
4901	5835
4901	6060
4901	6420
4901	6865
4902	130
4902	143
4902	607
4902	905
4902	1089
4902	1262
4902	1312
4902	1775
4902	2122
4902	2202
4902	2218
4902	3190
4902	3478
4902	5555
4902	6385
4903	258
4903	394
4903	576
4903	798
4903	1224
4903	1306
4903	1345
4903	1430
4903	1458
4903	1532
4903	1652
4903	1668
4903	2060
4903	2305
4903	2604
4903	3094
4903	3140
4903	3141
4903	3356
4903	3366
4903	3440
4903	3450
4904	16
4904	577
4904	706
4904	1732
4904	2052
4904	2085
4904	2509
4904	2600
4904	2668
4904	2794
4904	2904
4904	3035
4904	3375
4904	3473
4904	4919
4904	5137
4904	5637
4904	5826
4904	5834
4904	5913
4904	6217
4904	6506
4904	6612
4905	1943
4905	5448
4905	5840
4905	6129
4905	6495
4906	221
4906	1448
4906	2608
4906	5120
4906	5626
4906	5650
4906	5685
4906	6011
4906	6023
4906	6082
4906	6342
4906	6488
4906	6500
4906	6614
4906	6771
4906	6858
4906	6896
4907	1321
4907	2656
4907	5184
4907	6125
4907	6717
4907	6948
4908	1088
4908	5551
4909	79
4909	108
4909	302
4909	599
4909	617
4909	970
4909	1240
4909	1285
4909	1994
4909	2172
4909	2517
4909	2866
4909	2969
4909	2998
4909	5475
4909	6425
4910	236
4910	450
4910	776
4910	1073
4910	3290
4910	5805
4910	6258
4910	6612
4910	6822
4911	130
4911	143
4911	416
4911	514
4911	607
4911	1262
4911	1775
4911	2122
4911	2202
4911	2218
4911	2759
4911	2932
4911	3190
4911	3196
4911	5385
4911	5434
4911	5608
4911	5660
4911	5877
4911	6021
4911	6138
4911	6378
4911	6749
4911	6792
4911	6799
4911	6878
4912	230
4912	698
4912	718
4912	789
4912	869
4912	981
4912	1094
4912	1213
4912	1272
4912	1342
4912	1372
4912	1505
4912	1583
4912	1644
4912	1645
4912	1700
4912	1889
4912	1940
4912	1973
4912	2015
4912	2019
4912	2352
4912	2867
4912	3046
4912	3066
4912	3187
4912	3203
4912	3305
4912	3344
4912	5342
4912	5951
4912	6500
4912	6902
4912	6925
4913	40
4913	2358
4913	5322
4913	5750
4913	6500
4914	76
4914	91
4914	159
4914	248
4914	557
4914	715
4914	807
4914	990
4914	1070
4914	1282
4914	1506
4914	1511
4914	1524
4914	1716
4914	2288
4914	2398
4914	2495
4914	2598
4914	2739
4914	2754
4914	2771
4914	2788
4914	2799
4914	3298
4914	3469
4914	5030
4915	235
4915	262
4915	345
4915	834
4915	897
4915	906
4915	908
4915	939
4915	974
4915	984
4915	1122
4915	1194
4915	1217
4915	1502
4915	1679
4915	1805
4915	1944
4915	2126
4915	2211
4915	2300
4915	2464
4915	2483
4915	2679
4915	2765
4915	2778
4915	2783
4915	3007
4915	3026
4915	4959
4915	6019
4915	6886
4916	98
4916	218
4916	313
4916	351
4916	459
4916	565
4916	941
4916	1691
4916	1779
4916	2189
4916	2421
4916	2563
4916	2599
4916	3087
4916	3166
4916	3248
4916	5906
4916	6362
4917	146
4917	775
4917	828
4917	886
4917	1292
4917	1369
4917	1964
4917	2306
4917	2331
4917	2432
4917	2742
4917	2805
4917	2818
4917	3088
4917	3131
4917	5044
4917	5259
4917	5289
4917	5345
4917	5493
4918	3190
4918	5239
4918	5371
4919	223
4919	581
4919	714
4919	938
4919	1172
4919	1191
4919	1428
4919	1455
4919	1694
4919	1750
4919	1965
4919	2724
4919	3074
4919	4972
4919	5028
4919	5160
4919	5391
4919	5735
4919	5740
4919	5947
4919	6337
4920	5036
4920	5185
4920	5445
4920	6803
4920	6932
4921	2294
4921	5017
4921	5572
4921	5801
4921	5824
4921	6311
4922	682
4922	842
4922	1253
4922	1682
4922	1820
4922	1887
4922	2034
4922	2062
4922	2301
4922	2726
4922	3272
4922	3291
4922	3349
4922	3427
4922	5171
4922	5311
4922	5391
4922	5651
4922	6753
4923	3099
4923	5017
4923	5018
4923	5499
4923	5501
4923	5748
4923	6438
4924	26
4924	112
4924	212
4924	365
4924	416
4924	483
4924	612
4924	684
4924	771
4924	1012
4924	1039
4924	1061
4924	1139
4924	1200
4924	1208
4924	1266
4924	1399
4924	1470
4924	1621
4924	1687
4924	1763
4924	1806
4924	1862
4924	1932
4924	2032
4924	2117
4924	2180
4924	2250
4924	2275
4924	2282
4924	2294
4924	2298
4924	2421
4924	2440
4924	2448
4924	2513
4924	2518
4924	2649
4924	2653
4924	2664
4924	2710
4924	2720
4924	2790
4924	2833
4924	2910
4924	2955
4924	2991
4924	3126
4924	3213
4924	3362
4924	3457
4924	5827
4924	6326
4925	761
4925	882
4925	919
4925	1288
4925	1343
4925	1729
4925	1936
4925	2124
4925	2206
4925	2313
4925	2328
4925	2831
4925	2971
4925	3378
4925	4949
4925	5220
4925	5901
4925	5902
4925	6203
4925	6258
4925	6430
4925	6737
4926	4972
4926	5045
4926	5534
4926	5570
4926	6246
4926	6340
4927	7
4927	153
4927	242
4927	1305
4927	1581
4927	1672
4927	2035
4927	2044
4927	2046
4927	2102
4927	2317
4927	2579
4927	2786
4927	3032
4927	3315
4927	3370
4927	6205
4927	6312
4927	6792
4928	5444
4928	5598
4928	5852
4929	12
4929	110
4929	232
4929	252
4929	365
4929	416
4929	461
4929	465
4929	675
4929	881
4929	1012
4929	1039
4929	1054
4929	1117
4929	1281
4929	1341
4929	1399
4929	1470
4929	2027
4929	2032
4929	2043
4929	2094
4929	2261
4929	2275
4929	2510
4929	2544
4929	2614
4929	2653
4929	2762
4929	2790
4929	2898
4929	3120
4929	3138
4929	3318
4929	3330
4929	5138
4929	5304
4929	5682
4929	6375
4929	6555
4929	6629
4930	157
4930	177
4930	199
4930	213
4930	287
4930	411
4930	415
4930	446
4930	502
4930	589
4930	613
4930	650
4930	926
4930	928
4930	1075
4930	1112
4930	1128
4930	1146
4930	1358
4930	1404
4930	1406
4930	1516
4930	1587
4930	1598
4930	1619
4930	1636
4930	1647
4930	1649
4930	1661
4930	1770
4930	1831
4930	1833
4930	1863
4930	1939
4930	1945
4930	1953
4930	2011
4930	2022
4930	2064
4930	2154
4930	2228
4930	2462
4930	2478
4930	2554
4930	2641
4930	2697
4930	2700
4930	2755
4930	2757
4930	2822
4930	2988
4930	2995
4930	3051
4930	3307
4930	3397
4930	5576
4930	6082
4930	6725
4930	6934
4931	1009
4931	1080
4931	1106
4931	1210
4931	2303
4931	2439
4931	2443
4931	2769
4931	2981
4931	3144
4931	3289
4931	3381
4931	5687
4931	5732
4931	6033
4931	6219
4931	6489
4931	6612
4931	6679
4931	6717
4932	157
4932	754
4932	959
4932	1144
4932	1405
4932	1709
4932	1713
4932	2640
4932	2993
4932	2996
4932	3080
4932	3230
4932	3257
4932	5057
4932	6507
4933	49
4933	288
4933	354
4933	401
4933	700
4933	1475
4933	2135
4933	2256
4933	2307
4933	2540
4933	2633
4933	3354
4933	5150
4933	5167
4933	6102
4933	6120
4933	6442
4933	6987
4934	109
4934	121
4934	537
4934	588
4934	929
4934	1150
4934	1277
4934	1361
4934	1692
4934	1922
4934	1925
4934	1987
4934	2320
4934	2730
4934	3167
4934	3479
4934	6055
4935	2691
4935	2755
4935	4998
4935	6543
4936	2134
4936	6238
4937	201
4937	799
4938	41
4938	155
4938	173
4938	815
4938	1134
4938	1237
4938	1288
4938	1718
4938	2157
4938	2375
4938	2482
4938	3319
4938	5148
4938	5596
4938	5824
4938	5826
4938	6758
4939	225
4939	247
4939	314
4939	512
4939	634
4939	840
4939	867
4939	880
4939	1508
4939	1594
4939	2025
4939	2712
4939	2781
4939	2934
4939	2999
4939	4959
4939	4971
4939	5036
4939	5414
4939	5790
4940	1922
4940	2327
4940	2616
4940	4991
4940	5263
4940	5277
4940	5492
4940	5752
4940	6101
4941	1344
4941	5207
4941	6130
4941	6435
4941	6589
4941	6943
4942	923
4942	1250
4942	1278
4942	1434
4942	1954
4942	2137
4942	2287
4942	2354
4942	2365
4942	2521
4942	2990
4942	3110
4942	3123
4942	4947
4942	5506
4942	6390
4942	6527
4942	6612
4942	6639
4942	6851
4943	54
4943	514
4943	1254
4943	1400
4943	1580
4943	1647
4943	1650
4943	1816
4943	2003
4943	2028
4943	2223
4943	2244
4943	2743
4943	2782
4943	2931
4943	5116
4943	5902
4943	6873
4943	6929
4944	48
4944	241
4944	674
4944	701
4944	873
4944	958
4944	1138
4944	1247
4944	1273
4944	1318
4944	1604
4944	1662
4944	1926
4944	2384
4944	5342
4944	6567
4944	6911
4945	25
4945	236
4945	276
4945	539
4945	899
4945	1142
4945	1719
4945	2232
4945	2546
4945	2636
4945	2954
4945	3217
4945	3491
4945	5109
4945	5231
4946	261
4946	432
4946	637
4946	769
4946	948
4946	1410
4946	1454
4946	1520
4946	1706
4946	2326
4946	2383
4946	2862
4946	3097
4946	3164
4946	5189
4946	5366
4946	5387
4946	5704
4946	5877
4946	5926
4946	6146
4946	6725
4947	5542
4947	5685
4947	5930
4947	6278
4948	25
4948	231
4948	236
4948	276
4948	539
4948	894
4948	899
4948	1719
4948	2232
4948	2546
4948	2636
4948	2926
4948	2954
4948	3217
4948	3335
4948	3491
4948	5036
4948	5204
4948	5858
4948	6727
4949	76
4949	1289
4949	2458
4949	6198
4949	6280
4949	6546
4949	6735
4950	1630
4950	4975
4950	6236
4950	6639
4950	6967
4951	1573
4951	1972
4951	5212
4951	6146
4952	2865
4952	5536
4952	5760
4952	6141
4953	223
4953	581
4953	714
4953	938
4953	1098
4953	1191
4953	1428
4953	1455
4953	1694
4953	1750
4953	2642
4953	2724
4953	3012
4953	3074
4953	5239
4953	5491
4953	5634
4953	5892
4953	6333
4954	1592
4954	2491
4954	5823
4954	5901
4954	6838
4955	5043
4955	5095
4955	5255
4955	5532
4956	23
4956	24
4956	452
4956	469
4956	604
4956	781
4956	1176
4956	1397
4956	1512
4956	1653
4956	2305
4956	2689
4956	3297
4956	3390
4956	5211
4956	5350
4956	5388
4956	5662
4956	5764
4956	6267
4956	6598
4956	6640
4957	109
4957	121
4957	537
4957	588
4957	929
4957	1150
4957	1692
4957	1922
4957	1925
4957	1987
4957	2730
4957	2761
4957	3167
4957	3479
4958	49
4958	288
4958	354
4958	401
4958	700
4958	799
4958	819
4958	1044
4958	1475
4958	1513
4958	1670
4958	1847
4958	1924
4958	2256
4958	2296
4958	2307
4958	2540
4958	2631
4958	2633
4958	2678
4958	2847
4958	3107
4958	3122
4958	3177
4958	3401
4958	5054
4958	5149
4958	5304
4958	5409
4958	6002
4958	6328
4958	6492
4959	28
4959	95
4959	471
4959	635
4959	1072
4959	1236
4959	1572
4959	1822
4959	2118
4959	2270
4959	2330
4959	2357
4959	2393
4959	2693
4959	5026
4959	6107
4959	6242
4959	6764
4960	167
4960	170
4960	266
4960	281
4960	896
4960	1330
4960	1559
4960	1969
4960	2522
4960	2660
4960	2812
4960	3172
4960	3398
4960	5205
4960	5273
4960	5402
4960	5996
4960	6279
4961	1010
4961	1792
4961	5616
4961	6612
4962	388
4962	2093
4962	2881
4962	6002
4963	41
4963	5243
4963	6487
4964	5769
4965	378
4965	1815
4965	5591
4965	6877
4965	6911
4966	5323
4966	5373
4966	5506
4966	5513
4966	5939
4966	6516
4966	6672
4966	6688
4967	4999
4967	5170
4967	5663
4967	5759
4967	6171
4967	6328
4967	6477
4967	6878
4968	1957
4968	2113
4969	5137
4969	5973
4969	6192
4969	6671
4970	7
4970	231
4970	307
4970	1390
4970	1642
4970	1881
4970	1905
4970	2023
4970	2188
4970	2506
4970	2654
4970	3405
4970	5372
4970	5373
4970	5700
4970	6656
4970	6838
4971	3374
4971	6206
4972	31
4972	48
4972	196
4972	203
4972	674
4972	701
4972	734
4972	738
4972	873
4972	958
4972	986
4972	1088
4972	1138
4972	1247
4972	1273
4972	1318
4972	1604
4972	1662
4972	1926
4972	1971
4972	2384
4972	2832
4972	2974
4972	3052
4972	3108
4972	3262
4972	5113
4972	5327
4972	5455
4972	5561
4972	5872
4972	6947
4973	996
4973	6533
4974	1242
4974	1957
4974	5182
4974	5890
4974	6795
4974	6939
4975	124
4975	168
4975	427
4975	464
4975	468
4975	703
4975	803
4975	883
4975	1046
4975	1178
4975	1251
4975	1929
4975	2036
4975	2459
4975	2857
4975	5613
4976	621
4976	717
4976	728
4976	950
4976	1337
4976	1367
4976	1437
4976	2484
4976	2549
4976	2752
4976	2838
4976	3015
4976	3258
4976	6738
4977	616
4977	1011
4977	5199
4977	5254
4978	68
4978	621
4978	717
4978	728
4978	950
4978	1337
4978	1367
4978	1437
4978	1500
4978	2484
4978	2549
4978	2752
4978	3015
4978	3281
4978	5132
4978	5931
4978	6501
4978	6531
4979	261
4979	432
4979	637
4979	755
4979	769
4979	948
4979	1410
4979	1454
4979	1520
4979	2326
4979	2383
4979	2862
4979	3097
4979	5466
4979	6218
4979	6382
4979	6593
4979	6625
4980	63
4980	621
4980	702
4980	717
4980	728
4980	950
4980	1337
4980	1367
4980	1437
4980	1500
4980	2484
4980	2549
4980	2752
4980	2838
4980	3015
4980	3234
4980	3281
4980	5102
4980	5813
4980	6796
4981	48
4981	241
4981	674
4981	701
4981	873
4981	958
4981	1138
4981	1247
4981	1273
4981	1318
4981	1604
4981	1662
4981	1926
4981	2384
4981	3428
4981	5341
4982	682
4982	1253
4982	1682
4982	1820
4982	1887
4982	2034
4982	2062
4982	2726
4982	3238
4982	3291
4982	3349
4982	3427
4982	5237
4982	6119
4982	6976
4983	225
4983	247
4983	314
4983	550
4983	634
4983	661
4983	840
4983	867
4983	880
4983	975
4983	1274
4983	1508
4983	1594
4983	1803
4983	1976
4983	2025
4983	2059
4983	2201
4983	2712
4983	2748
4983	2781
4983	2891
4983	2923
4983	2999
4983	3005
4983	3014
4983	3188
4983	3336
4983	5666
4983	6621
4983	6845
4983	6897
4983	6983
4984	5160
4984	6432
4984	6714
4985	130
4985	143
4985	607
4985	655
4985	905
4985	1089
4985	1262
4985	1312
4985	1642
4985	1775
4985	2202
4985	2218
4985	3190
4985	3196
4985	3478
4985	5420
4985	5612
4986	98
4986	136
4986	218
4986	285
4986	297
4986	313
4986	340
4986	351
4986	423
4986	565
4986	702
4986	803
4986	1003
4986	1079
4986	1103
4986	1123
4986	1263
4986	1326
4986	1365
4986	1505
4986	1585
4986	1779
4986	2084
4986	2233
4986	2311
4986	2397
4986	2520
4986	2561
4986	2563
4986	2599
4986	2655
4986	2810
4986	2820
4986	2885
4986	2930
4986	2952
4986	3087
4986	3089
4986	3166
4986	3248
4986	3252
4986	5940
4986	6829
4987	645
4987	1616
4987	5173
4987	5334
4987	6098
4988	4
4988	44
4988	5328
4988	6806
4989	1
4989	755
4989	808
4989	1045
4989	1416
4989	1622
4989	2002
4989	2076
4989	2340
4989	2390
4989	2430
4989	2737
4989	2926
4989	3092
4989	3396
4989	4992
4989	5212
4989	5391
4989	6197
4990	261
4990	432
4990	637
4990	769
4990	948
4990	1410
4990	1520
4990	1706
4990	2326
4990	2383
4990	2862
4990	3097
4990	3164
4990	6448
4991	344
4991	424
4991	460
4991	575
4991	766
4991	844
4991	1029
4991	1102
4991	1593
4991	1616
4991	1773
4991	1789
4991	2131
4991	2339
4991	2929
4991	3034
4991	3152
4991	5883
4991	5957
4991	6710
4991	6984
4992	2306
4992	5883
4992	6085
4993	5779
4993	6009
4993	6052
4993	6217
4994	49
4994	98
4994	218
4994	288
4994	313
4994	351
4994	354
4994	459
4994	565
4994	700
4994	1475
4994	1779
4994	2135
4994	2189
4994	2256
4994	2307
4994	2540
4994	2561
4994	2563
4994	2599
4994	2631
4994	2847
4994	3087
4994	3166
4994	3248
4994	3354
4994	5190
4994	5268
4994	6135
4994	6263
4994	6913
4995	1560
4995	1605
4995	3047
4995	3404
4995	5147
4995	6295
4995	6557
4996	5036
4996	6061
4996	6875
4997	76
4997	91
4997	715
4997	807
4997	990
4997	1070
4997	1282
4997	1511
4997	1992
4997	2288
4997	2739
4997	2754
4997	2771
4997	2788
4997	5104
4997	5175
4997	6647
4997	6943
4998	430
4998	754
4998	1144
4998	1582
4998	1709
4998	1713
4998	1764
4998	2377
4998	2640
4998	2993
4998	2996
4998	3080
4998	3230
4998	3257
4998	5788
4998	6091
4998	6455
4999	912
4999	3158
4999	3364
4999	5471
4999	5803
4999	6589
5000	79
5000	108
5000	302
5000	617
5000	1240
5000	1285
5000	1840
5000	1994
5000	2172
5000	2517
5000	2582
5000	2866
5000	2998
5000	3475
5000	3481
5001	790
5001	2928
5001	3285
5001	5387
5002	107
5002	172
5002	505
5002	1220
5002	1225
5002	1244
5002	1429
5002	1859
5002	1913
5002	1948
5002	2488
5002	2863
5002	3199
5002	3331
5002	3446
5002	5255
5002	5552
5003	105
5003	160
5003	524
5003	696
5003	917
5003	1049
5003	1858
5003	2259
5003	2568
5003	2890
5003	3243
5003	3267
5003	3269
5004	1130
5004	5255
5004	5277
5004	5451
5004	5542
5004	6702
5005	61
5005	170
5005	266
5005	281
5005	446
5005	1330
5005	1559
5005	1724
5005	1969
5005	2522
5005	2660
5005	2859
5005	5046
5005	5119
5005	5318
5005	6374
5006	5039
5006	5289
5006	5573
5006	6659
5006	6974
5007	43
5007	178
5007	324
5007	657
5007	1187
5007	1375
5007	1693
5007	2047
5007	2208
5007	2647
5007	2779
5007	2843
5007	2975
5007	5038
5007	5552
