This file was created by the Human Brain Project PlatformThis is the connectivity data for a network with parameters N=7000, Ek=10, l=15, rho=0.1, m0=100, phi_up0.9 and phi_down=0.0005start	end 
698	1506
698	1646
698	1753
698	2146
698	2750
698	3009
698	3192
698	3204
698	3381
698	3391
699	768
699	828
699	1040
699	1255
699	1299
699	1338
699	1375
699	1385
699	1485
699	1690
699	1881
700	1341
700	1442
700	1640
700	1644
700	1784
700	2394
700	2512
700	3011
700	3116
700	3199
700	3320
700	3371
700	3740
700	3969
700	4242
700	4246
700	4545
700	4738
700	4897
700	5315
700	5317
700	5903
700	6118
700	6293
700	6329
700	6627
700	6657
700	6718
700	6788
700	6820
700	6999
701	877
701	1205
701	1226
701	1269
701	2048
701	2422
701	6564
702	726
702	798
702	1425
702	1438
702	1444
702	1591
702	1692
702	1989
702	2013
702	2026
702	2030
702	2081
702	2268
702	2310
702	2418
702	2560
702	2794
702	2840
702	3600
702	4131
702	4357
702	4441
702	4805
702	5330
702	5715
702	5931
702	6682
702	6911
702	6917
702	6985
703	1349
703	1480
703	2410
703	3005
703	3030
703	3504
703	3580
703	3750
703	3899
703	4301
703	4406
703	5540
703	5853
703	6008
703	6442
703	6446
703	6772
703	6967
704	964
704	1179
704	1831
704	2001
704	2094
704	2335
704	2337
704	2498
704	2593
704	2653
704	2774
704	5502
705	791
705	839
705	849
705	2192
705	2247
705	3087
705	3282
705	3901
705	4652
706	840
706	1370
706	1605
706	2018
706	2512
706	2614
706	2899
706	3135
706	3184
706	3312
706	5220
706	5986
706	6565
707	1284
707	1448
707	1906
707	2232
707	2241
707	2493
707	3617
707	4034
707	4071
707	4197
707	4436
707	4565
707	4945
707	5178
707	5597
707	5698
707	5856
707	5919
707	6306
707	6403
707	6644
707	6678
707	6891
708	1948
708	2162
708	5600
708	6125
709	771
709	841
709	872
709	1088
709	1326
709	1345
709	1388
709	1475
709	1657
709	1749
709	1857
709	2002
709	3199
709	3204
710	1001
710	1033
710	1122
710	1457
710	2316
710	2327
710	2405
710	2774
710	3123
710	5213
710	6536
711	786
711	863
711	2597
711	3393
711	3407
711	3868
711	3977
711	4074
711	4185
711	4827
711	5722
711	5783
711	5974
711	6559
711	6625
711	6901
711	6992
712	771
712	772
712	839
712	860
712	923
712	1131
712	1196
712	1259
712	1827
712	1831
712	1903
712	1925
712	2008
712	2083
712	2468
712	2857
712	3071
712	3635
712	3649
712	3675
712	3810
712	3867
712	4047
712	4104
712	4123
712	4240
712	4422
712	4437
712	4626
712	4671
712	4966
712	5211
712	5299
712	5478
712	5537
712	5691
712	5752
712	5863
712	6036
712	6325
712	6628
712	6635
712	6646
712	6732
712	6926
713	943
713	1162
713	1709
713	1728
713	1844
713	1870
713	1965
713	2829
713	3082
713	3339
713	3661
713	3727
713	3943
713	4165
713	4473
713	4512
713	4590
713	4681
713	5096
713	5677
713	5872
713	6472
713	6686
713	6698
713	6794
713	6827
713	6869
714	1026
714	1049
714	1462
714	1670
714	2294
714	2494
714	3002
715	914
715	1866
715	1954
715	2229
715	2740
715	2945
715	3271
715	3832
716	1329
716	1361
716	1748
716	2061
716	2449
716	2512
716	3793
716	6889
717	868
717	896
717	972
717	1011
717	1180
717	1509
717	1597
717	1608
717	1832
717	1987
717	2070
717	2358
717	2392
717	2555
717	2599
717	2614
717	3542
717	3709
717	4619
717	4866
717	4876
717	4889
717	5060
717	5249
717	5496
717	5591
717	5736
717	6337
717	6460
717	6685
718	860
718	983
718	995
718	1070
718	2556
718	2870
718	3107
718	3345
718	3862
718	3891
718	3945
718	4294
718	4364
718	4674
718	5108
718	5385
718	5393
718	6555
718	6576
718	6993
719	802
719	935
719	1201
719	1275
719	1662
719	2495
719	2629
719	3460
719	3635
719	3675
719	3810
719	4123
719	4240
719	4437
719	4671
719	5069
719	5211
719	5863
719	6628
719	6732
719	6926
720	751
720	1177
720	1329
720	1405
720	1855
720	2104
720	3016
720	3067
720	3075
720	3566
720	3728
720	3801
720	4087
720	4493
720	4635
720	4719
720	4752
720	4804
720	4896
720	5242
720	5257
720	5278
720	5348
720	5382
720	5430
720	5583
720	5674
720	5821
720	5904
720	6051
720	6222
720	6276
720	6326
720	6437
720	6522
720	6650
720	6723
721	849
721	1720
721	2384
721	2683
721	2783
721	3028
721	3696
721	3901
721	6812
722	2040
722	2353
722	5681
723	806
723	1095
723	1336
723	1432
723	1990
723	2324
723	2635
723	2888
723	3087
724	769
724	1300
724	1387
724	1519
724	1640
724	1641
724	1649
724	1708
724	1718
724	1805
724	2328
724	2644
724	2841
724	3011
724	3188
724	3222
724	3313
724	3667
724	3670
724	3766
724	3781
724	4396
724	4830
724	5059
724	5224
724	5469
724	5993
724	6202
724	6312
724	6898
725	1011
725	1134
725	1787
725	2625
725	2771
725	5630
726	1011
726	1431
726	1669
726	1854
726	2052
726	2843
726	3527
726	3575
726	3692
726	4052
726	4090
726	4093
726	4183
726	4374
726	4505
726	4541
726	4586
726	4651
726	4743
726	4770
726	4948
726	5042
726	5164
726	5499
726	5516
726	5696
726	5721
726	5753
726	5828
726	5913
726	6039
726	6444
726	6643
727	734
727	2013
727	2500
727	2504
727	2726
727	6789
728	764
728	977
728	1080
728	1204
728	1772
728	2674
728	2781
728	3581
728	3640
728	4053
728	4076
728	4151
728	4182
728	4298
728	4342
728	4370
728	4375
728	4582
728	4724
728	4753
728	4795
728	4806
728	4845
728	4884
728	4978
728	5182
728	5186
728	5191
728	5320
728	5387
728	5524
728	5534
728	5562
728	5569
728	5578
728	5614
728	5636
728	5708
728	5741
728	5776
728	5956
728	6102
728	6115
728	6303
728	6319
728	6424
728	6476
728	6738
728	6786
728	6791
728	6857
728	6927
728	6950
728	6980
729	915
729	952
729	972
729	986
729	1118
729	1440
729	1571
729	1627
729	2186
729	2685
729	3510
729	3826
729	3855
729	3912
729	3939
729	3955
729	4041
729	4152
729	4287
729	4534
729	4693
729	4820
729	4879
729	5231
729	5415
729	5461
729	5507
729	5847
729	6011
729	6112
729	6151
729	6733
729	6736
729	6828
730	734
730	948
730	1028
730	1202
730	1544
730	1785
730	2055
730	2084
730	2183
730	2542
730	2567
730	2674
730	2906
730	3008
730	3092
730	3265
730	3331
730	3519
730	3521
730	3553
730	3712
730	3790
730	3800
730	3865
730	3868
730	3875
730	3916
730	3935
730	3977
730	4074
730	4084
730	4335
730	4455
730	4512
730	4539
730	4632
730	4633
730	4783
730	4827
730	4899
730	4936
730	4970
730	5402
730	5431
730	5532
730	5638
730	5750
730	5783
730	5804
730	5921
730	5923
730	5974
730	6153
730	6174
730	6262
730	6290
730	6438
730	6449
730	6559
730	6618
730	6625
730	6658
730	6672
730	6718
730	6821
730	6901
730	6992
731	849
731	1028
731	1577
731	1798
731	2268
731	2304
731	2447
731	2824
731	3196
731	6262
731	6901
732	839
732	1049
732	1573
732	3383
732	5521
732	6583
733	1042
733	1079
733	1281
733	1422
733	2567
733	2898
733	3891
733	3945
733	4230
733	4294
733	4300
733	4364
733	4674
733	5182
733	5385
733	5393
733	5409
733	6555
733	6576
733	6993
734	1836
734	2405
734	4045
735	827
735	918
735	1073
735	1213
735	1969
735	2059
735	2284
735	3208
735	3277
735	6387
736	872
736	886
736	1087
736	1147
736	1172
736	1488
736	1885
736	1980
736	2341
736	2562
736	2795
736	2939
737	878
737	2260
737	2812
737	3286
737	3357
738	770
738	1316
738	1353
738	1878
738	1896
738	2995
738	3264
738	3451
738	3513
738	3626
738	3930
738	4178
738	4211
738	4254
738	4272
738	4564
738	4644
738	5209
738	5213
738	5264
738	5294
738	5365
738	5870
738	5877
738	5888
738	6140
738	6183
738	6493
738	6496
738	6580
738	6730
738	6757
738	6845
738	6886
739	841
739	889
739	915
739	1051
739	1523
739	1581
739	1601
739	1707
739	1865
739	2092
739	2635
739	3147
739	3218
739	3357
739	3519
739	3521
739	3553
739	3712
739	3790
739	3800
739	3865
739	3868
739	3875
739	3935
739	3977
739	4074
739	4185
739	4191
739	4305
739	4335
739	4455
739	4512
739	4539
739	4632
739	4633
739	4827
739	4899
739	4936
739	5402
739	5431
739	5532
739	5638
739	5750
739	5775
739	5783
739	5804
739	5921
739	5923
739	5974
739	6174
739	6262
739	6290
739	6419
739	6438
739	6449
739	6618
739	6625
739	6658
739	6672
739	6718
739	6821
739	6872
739	6901
739	6992
740	1132
740	1453
740	1792
740	1998
740	2552
740	2559
740	3059
740	3452
740	4456
740	5843
740	6916
741	924
741	1142
741	1731
741	1827
741	2206
741	3065
741	3566
741	3728
741	3801
741	4087
741	4493
741	4635
741	4719
741	4752
741	4804
741	4896
741	5242
741	5257
741	5278
741	5311
741	5348
741	5382
741	5583
741	5674
741	5821
741	5904
741	6051
741	6222
741	6276
741	6326
741	6437
741	6522
741	6650
741	6723
742	1358
742	1435
742	2951
742	3006
742	3007
742	3015
742	3409
742	3942
742	4094
742	4224
742	4283
742	4446
742	4548
742	4792
742	4947
742	4998
742	5162
742	5255
742	5636
742	6202
742	6361
742	6756
743	991
743	1183
743	1972
743	2421
743	3167
743	3196
743	3219
743	3424
743	6946
744	792
744	841
744	849
744	1726
744	1775
744	2570
744	2615
744	2679
744	2795
744	3218
744	3632
744	3652
744	3665
744	3688
744	3819
744	4013
744	4110
744	4126
744	4139
744	4246
744	4323
744	4341
744	4461
744	4464
744	4476
744	4542
744	4550
744	4555
744	4610
744	4692
744	4759
744	4829
744	4985
744	4987
744	5028
744	5158
744	5173
744	5245
744	5260
744	5261
744	5302
744	5323
744	5554
744	5590
744	5604
744	5650
744	5719
744	5748
744	5766
744	5800
744	5848
744	5918
744	5926
744	5944
744	5945
744	6065
744	6284
744	6368
744	6518
744	6683
744	6704
744	6729
744	6765
744	6809
744	6915
744	6956
745	967
745	1244
745	1406
745	2771
745	4876
746	811
746	920
746	1055
746	1405
746	1453
746	1470
746	1563
746	1753
746	1773
746	1875
746	2052
746	2254
746	2301
746	2417
746	2490
746	3428
747	811
747	1120
747	1122
747	1827
747	1845
747	1937
747	2101
747	2500
747	2508
747	3344
747	3657
747	3787
747	4002
747	4393
747	4824
747	5098
747	5136
747	5522
747	5962
747	6033
747	6054
747	6077
747	6197
747	6255
748	1135
748	1278
748	1723
748	2070
748	2119
748	2243
748	2342
748	2560
748	2758
748	3192
748	3364
748	3430
748	3806
748	4598
748	4655
748	4764
748	5282
749	1694
749	1752
749	2241
749	2794
749	2855
749	2875
749	3071
749	3453
750	1243
750	1833
750	2434
750	2726
750	3180
750	3665
750	3688
750	4110
750	4126
750	4985
750	5260
750	5261
750	5604
750	5719
750	5766
750	5800
750	5944
750	5945
750	6167
750	6337
750	6704
750	6980
751	911
751	1321
751	2306
751	2727
751	3541
751	3673
751	4143
751	4172
751	4192
751	4315
751	4634
751	4737
751	4788
751	5036
751	5120
751	5218
751	5269
751	5657
751	5875
751	5982
751	6076
751	6126
751	6146
751	6194
751	6261
751	6445
751	6459
751	6812
751	6819
751	6963
752	796
752	923
752	941
752	1128
752	2022
752	2052
752	2554
752	2727
752	3487
753	767
753	782
753	981
753	1472
753	1502
753	2104
753	2773
753	2951
753	3335
754	1223
754	1422
754	2190
754	2448
754	2817
754	3099
754	6071
754	6329
755	786
755	836
755	994
755	1142
755	1190
755	1200
755	1212
755	1285
755	1432
755	1452
755	1456
755	1470
755	1575
755	1613
755	2260
755	2641
755	2710
755	3151
755	3222
755	3663
755	3700
755	3710
755	3743
755	3770
755	3992
755	4295
755	4509
755	4606
755	4710
755	5258
755	5380
755	5394
755	5621
755	5679
755	5939
755	5943
755	6245
755	6644
755	6789
755	6829
755	6881
755	6920
756	1635
756	3206
757	943
757	963
757	987
757	1162
757	1647
757	1674
757	2708
757	2879
757	2881
757	3465
757	4423
757	4750
757	4778
757	4934
757	5207
757	5454
757	5637
757	5787
757	6021
757	6108
757	6490
757	6610
757	6623
758	839
758	858
758	874
758	2483
758	2556
758	2630
758	2974
758	3108
758	3211
758	3269
758	5631
759	791
759	1855
759	2284
759	2954
759	3782
759	3845
759	3877
759	3892
759	3986
759	4031
759	4397
759	4474
759	4622
759	4669
759	4717
759	4944
759	5179
759	5212
759	5296
759	5625
759	5711
759	5960
759	5964
759	5994
759	6025
759	6029
759	6250
759	6278
759	6526
760	772
760	1185
760	1341
760	2118
760	2345
760	3907
760	3995
760	4025
760	4128
760	4297
760	4595
760	4810
760	5001
760	5041
760	5832
760	5955
760	6855
760	6873
761	1040
761	1076
761	1274
761	1446
761	5168
761	5840
762	841
762	986
762	1046
762	1054
762	1601
762	1769
762	1885
762	2556
762	2629
762	2636
762	2820
762	3340
762	3758
762	4080
762	4139
762	5950
763	1338
763	1499
763	1601
763	1671
763	2227
763	2393
763	2475
763	3235
763	3345
763	3486
763	3591
763	4215
763	4307
763	4490
763	4570
763	4782
763	5326
763	5788
763	5834
763	6239
763	6271
763	6288
763	6441
764	1476
764	1731
764	2252
764	2287
764	3084
764	3891
764	3945
764	4230
764	4294
764	4300
764	4364
764	4674
764	5108
764	5159
764	5385
764	5393
764	6555
764	6576
764	6993
765	989
765	1421
765	2708
765	2847
765	3636
765	3840
765	4303
765	4579
765	4603
765	4763
765	4865
765	5085
765	5216
765	5733
765	5897
765	6020
765	6385
765	6662
765	6752
766	821
766	950
766	1347
766	1477
766	1674
766	1828
766	2252
766	2734
766	2978
766	6404
767	973
767	1222
767	2842
767	4527
767	5425
767	6138
768	841
768	1068
768	1331
768	1353
768	1447
768	2270
768	2615
768	2705
768	2736
768	5206
769	2680
769	2690
769	3120
769	3661
769	3727
769	3943
769	4473
769	4681
769	5677
769	5872
769	5980
769	6472
769	6686
769	6698
769	6794
769	6869
770	1039
770	1125
770	1271
770	1625
770	2094
770	3507
770	3690
770	3807
770	4023
770	4086
770	4333
770	4372
770	4591
770	4693
770	4807
770	4874
770	4890
770	4923
770	5021
770	5142
770	5281
770	5284
770	5381
770	5405
770	5523
770	5688
770	6006
770	6092
770	6154
770	6253
770	6560
770	6669
770	6905
771	841
771	979
771	1927
771	2273
772	2189
772	3566
772	4087
772	4493
772	4719
772	5257
772	5278
772	5674
772	5904
772	6051
772	6222
772	6326
772	6437
772	6522
772	6723
773	1110
773	1147
773	1188
773	1368
773	1403
773	1663
773	2056
773	2581
773	3371
773	3503
773	3737
773	3842
773	3882
773	3922
773	3940
773	4058
773	4243
773	4262
773	4371
773	4597
773	4724
773	4908
773	4988
773	5084
773	5103
773	5127
773	5350
773	5452
773	5466
773	5742
773	5757
773	5791
773	5969
773	6069
773	6218
773	6482
773	6689
773	6711
774	1022
774	1032
774	1314
774	1593
774	1773
774	1870
774	2268
774	2346
774	2716
774	2749
774	4469
774	5736
774	6947
775	795
775	828
775	937
775	964
775	1081
775	1159
775	1179
775	1398
775	1968
775	2013
775	2625
775	5240
775	5995
776	854
776	1121
776	1123
776	1585
776	1601
776	1606
776	2010
776	2653
776	2730
776	2902
776	3241
776	3891
777	945
777	972
777	1128
777	1505
777	1858
777	1906
777	2549
777	2718
777	2736
777	3035
778	791
778	856
778	864
778	1042
778	1064
778	1183
778	1624
778	1832
778	1895
778	1902
778	1925
778	2086
778	2163
778	2246
778	2964
778	3204
778	3303
778	4206
778	6852
779	849
779	1246
779	1312
779	1437
779	1503
779	1629
779	1906
779	2081
779	3566
779	3728
779	3801
779	4493
779	4635
779	4719
779	4752
779	4804
779	4896
779	4981
779	5242
779	5257
779	5278
779	5311
779	5348
779	5382
779	5494
779	5583
779	5674
779	5821
779	5904
779	6051
779	6276
779	6326
779	6437
779	6522
779	6650
780	872
780	913
780	923
780	1061
780	1312
780	1503
780	1577
780	1619
780	1759
780	2880
780	2982
780	3274
780	3527
780	3575
780	3692
780	4052
780	4090
780	4093
780	4183
780	4362
780	4374
780	4505
780	4541
780	4586
780	4651
780	4743
780	4770
780	4948
780	5042
780	5164
780	5499
780	5516
780	5696
780	5721
780	5753
780	5913
780	6039
780	6444
780	6643
780	6680
781	792
781	842
781	1268
781	1448
781	1475
781	1502
781	1787
781	2142
781	2265
781	2885
781	3368
781	5512
781	6683
782	818
782	917
782	1025
782	1203
782	1494
782	2368
782	2658
782	2663
782	3057
782	4222
782	5521
782	5891
782	6496
783	1038
783	1080
783	1323
783	1437
783	1491
783	1731
783	1733
783	2005
783	3552
783	4377
784	936
784	1079
784	1428
784	1896
784	1927
784	1937
784	2058
784	2141
784	2270
784	2860
784	3050
784	3823
784	4059
784	4146
784	4387
784	4834
784	5592
784	5615
784	5629
784	5665
784	5767
784	5822
784	6035
784	6383
784	6823
785	1259
785	1345
785	1410
785	1451
785	1645
785	1690
785	1713
785	2324
785	2712
785	3185
785	3369
785	3651
785	4209
785	4402
785	4787
785	4809
785	5438
785	5486
785	6091
785	6599
785	6741
785	6832
785	6937
785	6964
785	6990
786	840
786	872
786	989
786	1048
786	1065
786	1281
786	1368
786	1992
786	2270
786	3185
786	3192
786	3338
786	6918
786	6997
787	1036
787	1603
787	1792
787	1866
787	1878
787	1888
787	2300
787	2315
787	2322
787	2560
787	3280
787	3479
787	4436
787	6414
787	6886
788	807
788	892
788	1051
788	1156
788	1686
788	1937
788	2481
788	2529
788	3100
788	3277
788	5947
789	960
789	1205
789	1206
789	1278
789	1552
789	1667
789	1757
789	2148
789	2483
789	2840
789	2852
789	2995
789	3287
789	3371
790	835
790	841
790	913
790	989
790	1005
790	1268
790	1299
790	1327
790	1659
790	1966
790	2147
790	2323
790	2325
790	2333
790	2648
790	2908
790	3011
790	3167
790	3215
790	3324
790	3860
790	3920
790	4102
790	4346
790	4416
790	4775
790	4819
790	4855
790	5343
790	6185
790	6244
790	6264
791	899
791	984
791	990
791	1074
791	1290
791	1356
791	1668
791	2184
791	2491
791	2569
791	2658
791	3206
791	3448
791	3467
791	3482
791	4035
791	4400
791	5769
791	5968
792	890
792	1030
792	1197
792	1407
792	1530
792	2094
792	2596
792	2708
792	3261
793	868
793	1005
793	1121
793	1865
793	2114
793	2773
793	3135
793	3229
793	3548
793	3741
793	3835
793	4017
793	4033
793	4140
793	4174
793	4180
793	4201
793	4248
793	4296
793	4373
793	4402
793	4410
793	4458
793	4638
793	4688
793	4708
793	4722
793	4747
793	4773
793	4796
793	4818
793	4946
793	4956
793	4996
793	5104
793	5162
793	5292
793	5426
793	5557
793	5595
793	5627
793	5884
793	6137
793	6458
793	6712
793	6724
793	6740
793	6771
793	6843
793	6883
794	1705
794	1998
794	2043
794	2132
794	2607
794	2629
794	2682
794	2781
794	3078
795	1147
795	1160
795	2508
795	2761
795	2927
795	3929
795	4015
795	4061
795	4064
795	4284
795	4499
795	4702
795	5126
795	5403
795	5727
795	5846
795	5855
795	6089
795	6209
795	6320
795	6835
795	6850
796	806
796	826
796	841
796	1366
796	1759
796	1877
796	1972
796	2136
796	2477
796	2580
796	2663
796	2689
797	958
797	1234
797	1707
797	1736
797	1812
797	2324
797	2995
797	3396
797	3405
797	3511
797	3539
797	3898
797	4048
797	4553
797	4624
797	4709
797	4949
797	5248
797	5462
797	5808
797	6373
797	6422
797	6750
798	854
798	890
798	901
798	1590
798	1632
798	2162
798	2774
798	2835
798	2884
798	3320
799	882
799	970
799	1020
799	1308
799	1393
799	1503
799	1601
799	1651
799	1757
799	2098
799	2216
799	2284
799	2355
799	2408
799	2694
799	2829
799	3018
799	3236
799	3330
800	932
800	1099
800	1219
800	1585
800	1736
800	1831
800	1930
800	2330
800	5310
801	989
801	1230
801	1552
801	1619
801	1761
801	1779
801	1928
801	2875
801	3001
801	3329
802	1100
802	1297
802	1601
802	1623
802	1714
802	1764
802	1840
802	2564
802	2901
802	3165
802	3513
802	3626
802	3930
802	4178
802	4211
802	4254
802	4272
802	4564
802	4655
802	4905
802	5209
802	5213
802	5870
802	5877
802	5888
802	6140
802	6183
802	6493
802	6496
802	6580
802	6730
802	6757
802	6806
802	6845
803	1201
803	1316
803	1453
803	1649
803	2345
803	2542
803	2963
803	3136
803	3147
803	3487
803	4097
803	6151
804	996
804	1143
804	1187
804	1345
804	1385
804	1512
804	1519
804	1622
804	1691
804	1774
804	2133
804	2566
804	2578
804	2586
804	2595
804	2748
804	3699
804	3718
804	4397
804	4474
804	4622
804	4717
804	5179
804	5711
804	5886
804	5964
804	5994
804	6250
804	6278
804	6283
804	6507
804	6526
805	813
805	1103
805	1503
805	1694
805	2525
805	2795
806	821
806	1061
806	1405
806	3617
806	4034
806	4071
806	4436
806	4565
806	5178
806	5476
806	5597
806	5698
806	5856
806	5919
806	6306
806	6891
807	835
807	911
807	2508
807	3515
807	3555
807	3677
807	4011
807	4361
807	4451
807	5176
807	5368
807	5892
807	6327
807	6330
807	6387
807	6536
807	6833
808	847
808	1032
808	1051
808	2501
808	2510
808	3248
809	1265
809	1273
809	3203
809	3377
809	4859
809	5977
810	824
810	953
810	991
810	1031
810	1544
810	1659
810	2145
810	2548
810	2646
810	3292
810	3465
810	3510
810	3826
810	3855
810	3912
810	3939
810	3955
810	4041
810	4152
810	4281
810	4286
810	4287
810	4409
810	4534
810	4693
810	4820
810	4831
810	4879
810	5231
810	5461
810	5507
810	6011
810	6112
810	6144
810	6536
810	6540
810	6733
810	6736
810	6784
810	6828
811	918
811	1025
811	1551
811	1662
811	2001
811	2238
811	2353
811	2375
811	2617
811	2737
811	2744
811	2926
811	3820
811	3837
811	3857
811	3876
811	4427
811	4459
811	4794
811	5066
811	5091
811	5442
811	5678
811	6195
811	6778
811	6914
812	1122
812	1403
812	1502
812	1717
812	1925
812	2474
812	3160
812	3340
812	3434
812	3564
812	3687
812	3973
812	4462
812	4647
812	4933
812	4971
812	4979
812	5300
812	5383
812	5541
812	6073
812	6455
812	6715
813	893
813	1006
813	1202
813	1871
813	2477
813	2718
813	3448
813	3981
813	5129
813	5462
813	6319
813	6631
814	887
814	935
814	1802
814	2518
814	2602
814	2939
814	3623
814	3881
814	4055
814	4103
814	4177
814	4212
814	4377
814	4440
814	4571
814	4695
814	4715
814	4912
814	5100
814	5130
814	5353
814	5509
814	5630
814	5634
814	5724
814	5756
814	6004
814	6176
814	6341
814	6568
814	6598
814	6611
814	6653
814	6888
814	6909
815	886
815	1269
815	1629
815	1859
815	2300
815	2394
815	2473
815	2540
815	2717
815	3235
815	3320
815	3377
816	975
816	1120
816	1147
816	1638
816	2422
816	4026
816	4274
816	4347
816	4375
816	4614
816	4952
816	5138
816	5629
816	5671
816	5710
816	5786
816	5954
816	6005
816	6083
816	6177
817	1405
817	1716
817	3170
817	3706
817	6195
817	6827
818	906
818	1032
818	1123
818	1132
818	1403
818	1989
818	2782
818	3444
818	3519
818	3652
818	3868
818	3977
818	3991
818	4074
818	4185
818	4187
818	4229
818	4257
818	4318
818	4354
818	4476
818	4555
818	4604
818	4742
818	4827
818	4862
818	4863
818	4987
818	5028
818	5158
818	5245
818	5251
818	5274
818	5341
818	5356
818	5504
818	5577
818	5590
818	5650
818	5697
818	5810
818	5848
818	5928
818	5974
818	6259
818	6284
818	6304
818	6309
818	6449
818	6559
818	6565
818	6658
818	6676
818	6683
818	6729
818	6768
818	6775
818	6867
818	6893
818	6901
818	6977
818	6992
819	964
819	1071
819	1213
819	1425
819	1442
819	1530
819	1619
819	1671
819	2377
819	2459
819	2490
819	2561
819	2794
819	3270
819	3578
819	3980
819	4153
819	4860
819	4949
819	5026
819	5029
819	5111
819	5435
819	6486
819	6564
819	6753
820	854
820	1037
820	1320
820	1628
820	2075
820	2229
820	2838
820	2842
820	3215
820	3948
820	4173
820	4282
820	4485
820	4526
820	5073
820	5134
820	5188
820	5567
820	5671
820	5862
820	5882
820	6038
820	6257
820	6287
820	6834
820	6960
820	6997
821	1122
821	1167
821	1242
821	1368
821	1733
821	1987
821	2048
821	2081
821	3716
821	3828
821	4001
821	4422
822	872
822	1043
822	1241
822	1369
822	1513
822	1762
822	2259
822	2491
822	3095
822	3215
822	3903
822	4133
822	4264
822	4285
822	4343
822	4502
822	4600
822	4932
822	5241
822	5357
822	5548
822	6067
822	6201
822	6837
823	923
823	1117
823	1500
823	1813
823	1992
823	2127
823	2247
823	2595
823	2794
823	3113
823	3346
823	3573
823	3607
823	3672
823	4005
823	4108
823	4144
823	4331
823	4398
823	4468
823	4720
823	4725
823	4823
823	4929
823	4965
823	5053
823	5243
823	5448
823	5712
823	5727
823	5806
823	5954
823	5988
823	6363
823	6467
823	6946
824	1179
824	1412
824	1977
824	2253
824	2403
824	2788
824	2996
824	4277
824	5323
825	828
825	843
825	898
825	1407
825	1433
825	1892
825	2193
825	2447
825	3461
825	3502
825	3533
825	3625
825	3897
825	3975
825	4148
825	4663
825	5034
825	5135
825	5416
825	5667
825	5670
825	6109
825	6681
825	6782
826	910
826	1294
826	2193
826	3730
827	945
827	969
827	972
827	1443
827	1535
827	1961
827	2635
827	2817
827	2827
827	5217
828	878
828	1255
828	2147
828	2549
828	3320
828	3663
828	3700
828	3710
828	3743
828	3770
828	3828
828	3992
828	4295
828	4509
828	4580
828	4606
828	4703
828	4710
828	5258
828	5394
828	5621
828	5679
828	5744
828	5803
828	5939
828	5943
828	6245
828	6269
828	6368
828	6481
828	6644
828	6754
828	6789
828	6829
828	6866
828	6881
828	6920
829	873
829	889
829	983
829	1259
829	1406
829	1425
829	1859
829	2427
829	2751
829	4304
830	1162
830	1229
830	1326
830	1411
830	1903
830	2405
830	2881
830	3159
830	3342
830	4589
830	6081
830	6339
830	6864
831	872
831	1316
831	1475
831	1662
831	2394
831	2451
831	2874
831	2922
831	3581
831	3640
831	4009
831	4186
831	4412
831	4536
831	4582
831	4721
831	4884
831	4901
831	5030
831	5078
831	5143
831	5191
831	5332
831	5569
831	5708
831	5776
831	5976
831	6002
831	6303
831	6346
831	6372
831	6379
831	6395
831	6857
831	6879
832	840
832	878
832	891
832	1438
832	2304
832	2532
832	2784
832	2929
833	858
833	1314
833	1907
833	1929
833	2418
833	2423
833	2450
833	2549
833	2740
833	2933
834	1076
834	2254
834	2352
834	2448
834	2967
834	2989
835	1396
835	1675
835	1717
835	1773
835	1789
835	1945
835	2408
835	2588
835	2701
835	3159
835	3259
835	3287
836	1313
836	1878
836	2079
836	2803
836	3278
836	5210
836	6117
837	1026
837	1041
837	1217
837	1601
837	1629
837	1865
837	1875
837	2457
837	2686
837	3237
837	3725
837	3747
837	3814
837	3826
837	3855
837	3939
837	3948
837	4041
837	4134
837	4286
837	4287
837	4340
837	4367
837	4380
837	4429
837	4534
837	4634
837	5008
837	5094
837	5461
837	5507
837	5525
837	5617
837	5847
837	6151
837	6212
837	6281
837	6434
837	6499
837	6733
837	6784
837	6828
838	1051
838	1103
838	2195
838	2384
838	2436
838	2582
838	2595
838	2910
838	3297
838	3469
838	3554
838	3558
838	3601
838	3615
838	3633
838	3647
838	3773
838	3893
838	3946
838	3974
838	4021
838	4092
838	4239
838	4291
838	4426
838	4718
838	4739
838	4760
838	4821
838	4932
838	4997
838	5003
838	5065
838	5076
838	5151
838	5369
838	5379
838	5399
838	5427
838	5616
838	5729
838	5867
838	6024
838	6026
838	6075
838	6134
838	6161
838	6229
838	6356
838	6420
838	6606
838	6758
838	6865
838	6986
839	1042
839	1428
839	1453
839	1581
839	1747
839	1773
839	2236
839	2269
839	2779
839	3145
839	3520
839	3526
839	3553
839	3613
839	3706
839	3790
839	3808
839	3983
839	4191
839	4391
839	4455
839	4561
839	4639
839	4642
839	4698
839	4856
839	4892
839	4936
839	4951
839	5314
839	5362
839	5402
839	5431
839	5617
839	5633
839	5638
839	5794
839	6174
839	6528
839	6626
839	6713
839	6872
840	945
840	1968
840	2220
840	2237
840	2284
840	3029
840	3110
840	3823
840	4059
840	4146
840	5592
840	5615
840	5629
840	5665
840	5822
840	6035
840	6383
840	6823
841	1316
841	1547
841	1594
841	2428
841	2472
841	2527
841	2735
841	2778
841	2932
841	3043
841	3304
841	3312
841	3614
841	5343
842	998
842	1693
842	1696
842	3725
842	3747
842	3826
842	3855
842	3939
